# frequency, power_density
5.107365857394048021e+02 7.730191648007422867e-01
5.109729389074801134e+02 5.806598969369652918e-01
5.112092920755554815e+02 3.641601653186503196e+00
5.114456452436309064e+02 1.287817861553943821e+01
5.116819984117062177e+02 5.473667504700760134e+00
5.119183515797815289e+02 1.610592117727633665e+00
5.121547047478568402e+02 7.458626218389811102e-01
5.123910579159321514e+02 7.163435062196231939e+00
5.126274110840075764e+02 1.229381579898071486e+01
5.128637642520828877e+02 1.473830710608232941e+01
5.131001174201581989e+02 7.824606965940204439e+00
5.133364705882335102e+02 1.176825242632814961e+00
5.135728237563088214e+02 2.170932279906460138e+01
5.138091769243841327e+02 1.070714699321127661e+01
5.140455300924594439e+02 1.483203579193123289e+00
5.142818832605347552e+02 8.025513955054501380e+00
5.145182364286101802e+02 4.437904184941337427e+00
5.147545895966854914e+02 5.207962497743364061e+00
5.149909427647608027e+02 7.291407527040950631e-01
5.152272959328361139e+02 1.156483927481880691e+01
5.154636491009114252e+02 1.528427755507084029e+01
5.157000022689867365e+02 3.550891130802659168e-01
5.159363554370620477e+02 4.084384577403053385e+00
5.161727086051374727e+02 3.842983766038899240e+00
5.164090617732127839e+02 1.178253282089213982e+01
5.166454149412880952e+02 6.229480732242561380e+00
5.168817681093634064e+02 1.392250973076440168e+01
5.171181212774387177e+02 6.136149765927306987e+00
5.173544744455140290e+02 4.108886633523008425e-01
5.175908276135893402e+02 1.568002742868660926e+00
5.178271807816646515e+02 3.426780535156877860e+00
5.180635339497400764e+02 2.044669093872930610e+00
5.182998871178153877e+02 1.697670026548462774e+00
5.185362402858908126e+02 6.696953456651826286e+00
5.187725934539661239e+02 1.000211564465274527e+01
5.190089466220414351e+02 8.724624027100498225e+00
5.192452997901167464e+02 2.830819591740065366e+00
5.194816529581920577e+02 3.541411354115352683e+00
5.197180061262673689e+02 1.176894042717070876e+00
5.199543592943427939e+02 3.804362195760729204e+00
5.201907124624181051e+02 6.522603104435261478e+00
5.204270656304934164e+02 3.054494437502903281e+00
5.206634187985687277e+02 1.286108557627092808e-02
5.208997719666440389e+02 3.083136794002171666e+00
5.211361251347193502e+02 2.572799223450104478e+00
5.213724783027946614e+02 1.313293822355647400e+00
5.216088314708700864e+02 2.703335593225294708e+00
5.218451846389453976e+02 3.970070896033038199e+00
5.220815378070207089e+02 1.352432207622452087e-01
5.223178909750960202e+02 2.515254961952146040e+00
5.225542441431713314e+02 1.705932501290268410e+00
5.227905973112466427e+02 1.086172240886473350e+00
5.230269504793219539e+02 2.180997688208295315e+00
5.232633036473972652e+02 1.496234224545750635e+01
5.234996568154726901e+02 1.633378027975125235e+01
5.237360099835480014e+02 1.498715663619922900e+01
5.239723631516233127e+02 1.705943008494541502e+01
5.242087163196986239e+02 7.321412691408171192e+00
5.244450694877739352e+02 1.383638603700315384e-01
5.246814226558492464e+02 4.127240404000707130e+00
5.249177758239245577e+02 1.019662640881709592e+01
5.251541289919998690e+02 7.408333415058118376e+00
5.253904821600752939e+02 4.286448328103545258e+00
5.256268353281506052e+02 6.733695294089002026e+00
5.258631884962259164e+02 5.912807132388623543e+00
5.260995416643012277e+02 1.993377317475408361e+00
5.263358948323766526e+02 6.858765928461877381e-01
5.265722480004519639e+02 3.451337144218871167e+00
5.268086011685272751e+02 2.249807178413309128e+00
5.270449543366025864e+02 3.214850921060337097e-01
5.272813075046780114e+02 2.289258430899836494e+00
5.275176606727533226e+02 4.661749731968598098e+00
5.277540138408286339e+02 5.041695422662928472e-01
5.279903670089039451e+02 3.530573465462846450e+00
5.282267201769792564e+02 4.768943551067247988e+00
5.284630733450545677e+02 7.086148439043454816e-01
5.286994265131298789e+02 1.736474504502055893e+01
5.289357796812053039e+02 2.846946659145920577e+01
5.291721328492806151e+02 1.128377874440209716e+01
5.294084860173559264e+02 2.300080745369768476e+00
5.296448391854312376e+02 9.329797960229915255e-01
5.298811923535065489e+02 7.342279274910409326e-01
5.301175455215818602e+02 1.137290883430536192e+00
5.303538986896571714e+02 4.753180638157720850e+00
5.305902518577324827e+02 1.689292378387776961e-01
5.308266050258079076e+02 1.049512632201240692e+01
5.310629581938832189e+02 1.291156163473118923e+01
5.312993113619585301e+02 2.991113325134504564e+00
5.315356645300338414e+02 5.489193792038657094e+00
5.317720176981091527e+02 1.198054905917973123e+01
5.320083708661844639e+02 1.109080964217912069e+01
5.322447240342597752e+02 1.960160747443346230e+00
5.324810772023350864e+02 2.134586110241994561e+01
5.327174303704105114e+02 1.269863881119339233e+01
5.329537835384858226e+02 1.666988977012335615e+00
5.331901367065611339e+02 1.713484366471052178e+00
5.334264898746364452e+02 4.851777816199140503e+00
5.336628430427118701e+02 4.915416220332707864e-01
5.338991962107871814e+02 5.496942097337969457e+00
5.341355493788624926e+02 9.629948835656083617e+00
5.343719025469378039e+02 2.315730174651101336e+01
5.346082557150132288e+02 3.294370319535500968e+00
5.348446088830885401e+02 9.050117603228976293e+00
5.350809620511638514e+02 1.111011493558165419e+01
5.353173152192391626e+02 1.992800754127771690e+00
5.355536683873144739e+02 7.248005682311955411e-01
5.357900215553897851e+02 6.842247099449298986e+00
5.360263747234650964e+02 2.638416336935941242e+00
5.362627278915405213e+02 4.028804540830215331e+00
5.364990810596158326e+02 9.974686677738191509e-01
5.367354342276911439e+02 3.603114849368712846e+00
5.369717873957664551e+02 3.698285043305542086e+00
5.372081405638417664e+02 7.326470199344923273e+00
5.374444937319170776e+02 9.362762010908269872e+00
5.376808468999923889e+02 1.209830475367858149e+01
5.379172000680677002e+02 6.188454998331056611e-01
5.381535532361431251e+02 4.718363298647038739e+00
5.383899064042184364e+02 9.956754303860628763e-01
5.386262595722937476e+02 4.081020121293900682e-01
5.388626127403690589e+02 7.018146254625875491e-01
5.390989659084443701e+02 2.070720929675293198e-01
5.393353190765196814e+02 2.629959536514994700e-01
5.395716722445949927e+02 1.636616324223760799e-02
5.398080254126703039e+02 8.603239373860516181e-01
5.400443785807457289e+02 5.703890324968415193e+00
5.402807317488210401e+02 9.294732445349023209e+00
5.405170849168963514e+02 2.126743789753909208e+00
5.407534380849716626e+02 1.218654806316043171e+01
5.409897912530469739e+02 5.596209591359086133e+00
5.412261444211222852e+02 1.597445878778091810e+01
5.414624975891977101e+02 4.267354388079151128e+00
5.416988507572730214e+02 2.768384370368212277e+00
5.419352039253484463e+02 1.761494067994892054e+00
5.421715570934237576e+02 8.352757038974659709e-01
5.424079102614990688e+02 1.345435003599301460e+00
5.426442634295743801e+02 3.380704094828192119e+00
5.428806165976496914e+02 6.874742650274957789e+00
5.431169697657250026e+02 3.915278569841954326e+00
5.433533229338003139e+02 7.693597864093471905e+00
5.435896761018757388e+02 1.332515637018225441e+01
5.438260292699510501e+02 3.741148509052065307e+00
5.440623824380263613e+02 1.099613709442824572e+01
5.442987356061016726e+02 3.937888515348284546e+00
5.445350887741769839e+02 1.842461837195593644e+00
5.447714419422522951e+02 1.517942317195320356e+00
5.450077951103276064e+02 1.037409255821135856e+00
5.452441482784029176e+02 1.942623202575455821e+01
5.454805014464783426e+02 2.937041645220502417e+01
5.457168546145536538e+02 2.494257386408918808e+00
5.459532077826289651e+02 1.573355551972653310e-01
5.461895609507042764e+02 5.487503833284352872e+00
5.464259141187795876e+02 4.228673540633114847e+00
5.466622672868548989e+02 7.299255854761598883e+00
5.468986204549302101e+02 2.082516825484082545e+01
5.471349736230056351e+02 5.561512205703319722e+00
5.473713267910809464e+02 7.635720188027047328e+00
5.476076799591562576e+02 5.620205927688192160e-01
5.478440331272315689e+02 1.100229919201277973e+01
5.480803862953068801e+02 2.961659309306776233e+00
5.483167394633821914e+02 7.911147856910470955e-01
5.485530926314575026e+02 9.934822527684069593e-01
5.487894457995329276e+02 5.790921041777211897e+00
5.490257989676083525e+02 3.614789823574788397e+00
5.492621521356836638e+02 5.024582389037517416e+00
5.494985053037589751e+02 2.052733134032265483e-02
5.497348584718342863e+02 1.522035352552716780e+01
5.499712116399095976e+02 2.483641253015568751e+01
5.502075648079849088e+02 5.620770549635488500e+00
5.504439179760602201e+02 1.701272833677163421e+00
5.506802711441355314e+02 5.161692979697920514e+00
5.509166243122109563e+02 1.687350640191629669e-01
5.511529774802862676e+02 6.879275334086431215e+00
5.513893306483615788e+02 4.474184998470918551e+00
5.516256838164368901e+02 6.314041495979250129e+00
5.518620369845122013e+02 2.658758259719304462e+00
5.520983901525875126e+02 2.680831197031023017e+00
5.523347433206628239e+02 5.563977960169083081e-01
5.525710964887381351e+02 4.978235640129162753e+00
5.528074496568135601e+02 7.198032793062525414e+00
5.530438028248888713e+02 1.904984177675801149e+01
5.532801559929641826e+02 9.139000635040719800e+00
5.535165091610394938e+02 1.810180225693484024e+00
5.537528623291148051e+02 7.408937698584104226e+00
5.539892154971901164e+02 2.172044473267261111e+01
5.542255686652654276e+02 1.305364473138846115e+01
5.544619218333408526e+02 6.406167472521046236e+00
5.546982750014161638e+02 2.052598359870414058e+01
5.549346281694914751e+02 4.683888382895428082e-01
5.551709813375667864e+02 4.136160342982774907e+00
5.554073345056420976e+02 3.960967974506187872e+00
5.556436876737174089e+02 9.547785758918772459e+00
5.558800408417927201e+02 9.519720618658812583e+00
5.561163940098680314e+02 2.111001839764250931e+01
5.563527471779434563e+02 1.229907633840140946e+01
5.565891003460188813e+02 2.201870685483319878e+00
5.568254535140941925e+02 1.105048243675463393e+00
5.570618066821695038e+02 4.148642834537163537e+00
5.572981598502448151e+02 7.159384916672022925e+00
5.575345130183201263e+02 8.044281567703579938e+00
5.577708661863954376e+02 1.147132751711162157e+01
5.580072193544707488e+02 4.954163064314262011e-01
5.582435725225461738e+02 1.579552068040002055e+01
5.584799256906214850e+02 2.262751997325762332e+01
5.587162788586967963e+02 4.022043085444659383e+00
5.589526320267721076e+02 4.788964878531927205e-01
5.591889851948474188e+02 1.595742315184511817e-01
5.594253383629227301e+02 1.481712601422253028e+00
5.596616915309980413e+02 5.637107754054523134e+00
5.598980446990733526e+02 8.279039648266733664e+00
5.601343978671487776e+02 1.059403842395299478e+01
5.603707510352240888e+02 6.029953017149673578e+00
5.606071042032994001e+02 1.188278031080319597e+00
5.608434573713747113e+02 3.611917159643889819e-01
5.610798105394500226e+02 3.242928978696512310e+00
5.613161637075253338e+02 1.606439457802245174e+00
5.615525168756006451e+02 3.053083602810233721e-01
5.617888700436760701e+02 1.109127912437156249e+00
5.620252232117513813e+02 1.010568046653073360e+01
5.622615763798266926e+02 9.089595656638383758e+00
5.624979295479020038e+02 7.078285479214025955e+00
5.627342827159773151e+02 1.537972413244979641e+01
5.629706358840526264e+02 1.864995131402295447e+00
5.632069890521279376e+02 8.739874533649736321e+00
5.634433422202032489e+02 1.656617227612240484e+01
5.636796953882786738e+02 4.923847719346594154e+00
5.639160485563540988e+02 1.904022698904357158e+00
5.641524017244294100e+02 8.210315452699465055e+00
5.643887548925047213e+02 5.229557818745278475e+00
5.646251080605800325e+02 1.673117773766428895e+00
5.648614612286553438e+02 9.319511176545921316e+00
5.650978143967306551e+02 1.791338236057685762e+01
5.653341675648059663e+02 8.947887210818810999e+00
5.655705207328813913e+02 6.255162091162429050e+00
5.658068739009567025e+02 1.865877005713949544e+01
5.660432270690320138e+02 1.812931213461452629e+01
5.662795802371073250e+02 5.606487954493757364e+00
5.665159334051826363e+02 2.232195179506108081e-03
5.667522865732579476e+02 1.949477483253336363e+00
5.669886397413332588e+02 6.680353613532625801e-01
5.672249929094085701e+02 4.401126980637076747e-01
5.674613460774839950e+02 8.533854562241560693e-01
5.676976992455593063e+02 4.433374800400251003e-01
5.679340524136346176e+02 3.657308622520400565e+00
5.681704055817099288e+02 4.719539556776868316e-01
5.684067587497852401e+02 1.921463328746822796e+00
5.686431119178605513e+02 1.338038317359326435e+00
5.688794650859358626e+02 7.224640593662257970e+00
5.691158182540112875e+02 4.934993178421262172e+00
5.693521714220865988e+02 1.186050813314208252e+00
5.695885245901619101e+02 4.593152894179279855e+00
5.698248777582372213e+02 4.252266914787508068e-01
5.700612309263125326e+02 6.535407203224430361e+00
5.702975840943878438e+02 6.534945908566076600e-01
5.705339372624631551e+02 8.485919007435132499e+00
5.707702904305384664e+02 2.104871895977106888e+01
5.710066435986138913e+02 4.582719171569269001e+00
5.712429967666892026e+02 5.495554269165274341e+00
5.714793499347645138e+02 5.399795030796703088e+00
5.717157031028399388e+02 1.137152465722490513e+00
5.719520562709152500e+02 4.354876837390287747e+00
5.721884094389905613e+02 4.207840980489844229e-01
5.724247626070658725e+02 4.964843381042902237e+00
5.726611157751411838e+02 8.262086816503478204e+00
5.728974689432166087e+02 1.784225943884647947e+01
5.731338221112919200e+02 7.129738134246887959e+00
5.733701752793672313e+02 7.216306777998637845e-01
5.736065284474425425e+02 2.113976668939226700e-01
5.738428816155178538e+02 3.293281538315874890e+00
5.740792347835931650e+02 3.022871585626810909e+00
5.743155879516684763e+02 2.125969286251765844e+00
5.745519411197437876e+02 5.443969400971858663e-01
5.747882942878192125e+02 5.438772287112604298e-01
5.750246474558945238e+02 7.206869952093243548e+00
5.752610006239698350e+02 1.081042098462319068e+01
5.754973537920451463e+02 6.263247336932105114e-01
5.757337069601204576e+02 2.942910937197847243e+00
5.759700601281957688e+02 2.904862756683542546e+00
5.762064132962710801e+02 1.267834645428294316e+01
5.764427664643465050e+02 7.381609078777570332e+00
5.766791196324218163e+02 9.041414534411673642e-01
5.769154728004971275e+02 2.292072458524009537e+00
5.771518259685724388e+02 2.815303332758240518e-01
5.773881791366477501e+02 1.980633552122651464e+00
5.776245323047230613e+02 3.333237046626406741e+00
5.778608854727983726e+02 3.476558407580678800e+00
5.780972386408736838e+02 1.196142737621218144e+00
5.783335918089491088e+02 2.658575581604157190e+00
5.785699449770244200e+02 4.698581363690172985e+00
5.788062981450997313e+02 1.495088847897864781e+01
5.790426513131751562e+02 2.898092558488755355e+00
5.792790044812504675e+02 5.722856240405063133e+00
5.795153576493257788e+02 1.614370979290730368e+00
5.797517108174010900e+02 3.034755130977597304e+00
5.799880639854764013e+02 2.472762137616951073e+00
5.802244171535518262e+02 1.683777782957827762e+00
5.804607703216271375e+02 9.140469755999978574e+00
5.806971234897024488e+02 1.096279083822997968e+01
5.809334766577777600e+02 2.744830381029658817e+00
5.811698298258530713e+02 6.646762901373764798e+00
5.814061829939283825e+02 7.579649178018665889e-01
5.816425361620036938e+02 2.538412007535381765e+00
5.818788893300791187e+02 9.406045603616387529e-01
5.821152424981544300e+02 3.745112258228989965e+00
5.823515956662297413e+02 4.863716056896930873e+00
5.825879488343050525e+02 1.679672154457150013e+00
5.828243020023803638e+02 2.066945120946367620e+00
5.830606551704556750e+02 3.030903223294120874e+00
5.832970083385309863e+02 6.816917812662510734e-01
5.835333615066062976e+02 1.207218870511989284e+00
5.837697146746817225e+02 1.181652149361774873e+00
5.840060678427570338e+02 3.603141640529541889e-01
5.842424210108323450e+02 3.791153022452779187e+00
5.844787741789076563e+02 1.753389431549886801e+00
5.847151273469829675e+02 1.241482669904773406e+00
5.849514805150582788e+02 1.699605301715774397e+00
5.851878336831335901e+02 3.149416020939458383e-01
5.854241868512089013e+02 2.281992866862732061e+00
5.856605400192843263e+02 6.085707655338439714e+00
5.858968931873596375e+02 4.852035099329728318e+00
5.861332463554349488e+02 1.883045726934884145e+00
5.863695995235102600e+02 1.130043708681718106e+00
5.866059526915855713e+02 3.175370257865936185e+00
5.868423058596609962e+02 1.091232441534830400e-01
5.870786590277363075e+02 2.716510374026194441e+00
5.873150121958116188e+02 1.759141257630002064e+00
5.875513653638870437e+02 1.494625325984583242e+01
5.877877185319623550e+02 6.875062446595435084e+00
5.880240717000376662e+02 1.783951371288868604e+00
5.882604248681129775e+02 4.099527613146242366e+00
5.884967780361882888e+02 2.352346587153598012e+00
5.887331312042636000e+02 5.380162570010014633e+00
5.889694843723389113e+02 9.519356184549485178e+00
5.892058375404143362e+02 2.657840289194271843e+00
5.894421907084896475e+02 6.321915696873348089e-01
5.896785438765649587e+02 3.961358065140023754e+00
5.899148970446402700e+02 7.128357819100989978e+00
5.901512502127155813e+02 9.164908151153083438e+00
5.903876033807908925e+02 5.586190771944142597e+00
5.906239565488662038e+02 7.581820059530339773e-01
5.908603097169415150e+02 9.209288781471046903e+00
5.910966628850169400e+02 1.206393482041435838e+01
5.913330160530922512e+02 3.583196714911212499e+00
5.915693692211675625e+02 2.116811732137387825e+00
5.918057223892428738e+02 6.300675156868679849e+00
5.920420755573181850e+02 2.529124033095386359e+00
5.922784287253934963e+02 5.472152004782001811e+00
5.925147818934688075e+02 3.644359709886521692e+00
5.927511350615441188e+02 7.229344307045301177e-01
5.929874882296195437e+02 3.521616494926495644e+00
5.932238413976948550e+02 2.622478221375990626e-01
5.934601945657701663e+02 8.235947449180478941e+00
5.936965477338454775e+02 9.403710929179677436e+00
5.939329009019207888e+02 2.953991034074417321e+00
5.941692540699962137e+02 2.157102217387125709e+00
5.944056072380715250e+02 5.246779023127987607e+00
5.946419604061468362e+02 6.240108335484298330e+00
5.948783135742222612e+02 6.702037348956106477e+00
5.951146667422975725e+02 6.015215042406781842e-01
5.953510199103728837e+02 3.411998401407823067e+00
5.955873730784481950e+02 4.533652424737875997e+00
5.958237262465235062e+02 2.807535333569870506e-01
5.960600794145988175e+02 4.843214690001635958e+00
5.962964325826741288e+02 5.109158922508081346e-01
5.965327857507495537e+02 8.807553069441011573e+00
5.967691389188248650e+02 6.901021346798929201e+00
5.970054920869001762e+02 1.012390762338982508e+00
5.972418452549754875e+02 7.027349299329427090e+00
5.974781984230507987e+02 3.409921244959084330e+00
5.977145515911261100e+02 1.910237505221324128e-01
5.979509047592014213e+02 8.761008213214011020e-01
5.981872579272767325e+02 3.694682689296873601e+00
5.984236110953521575e+02 4.924763625133405931e+00
5.986599642634274687e+02 1.928234475568612716e+00
5.988963174315027800e+02 1.218344758229893826e-02
5.991326705995780912e+02 5.356057138102723769e+00
5.993690237676534025e+02 1.027026140131301091e+01
5.996053769357287138e+02 4.366311536432170293e-01
5.998417301038040250e+02 6.042841769513654704e+00
6.000780832718793363e+02 1.539516195018340472e+00
6.003144364399547612e+02 5.008332158976913639e-01
6.005507896080300725e+02 2.485591877756078372e+00
6.007871427761053837e+02 1.932627217698506428e+01
6.010234959441806950e+02 9.145961091120746289e+00
6.012598491122560063e+02 2.481515904284199991e-01
6.014962022803313175e+02 7.893277221275404321e-01
6.017325554484066288e+02 5.514027815598205429e+00
6.019689086164820537e+02 3.945346904437983859e+00
6.022052617845574787e+02 2.155409018428492196e+00
6.024416149526327899e+02 9.061418253199009953e+00
6.026779681207081012e+02 1.239354882106959765e+00
6.029143212887834125e+02 1.234467861361181695e+00
6.031506744568587237e+02 3.061508881712688090e+00
6.033870276249340350e+02 1.978790612295774798e+00
6.036233807930093462e+02 2.900809157738943878e-01
6.038597339610847712e+02 1.183654606172109602e+00
6.040960871291600824e+02 2.630463467998355176e-01
6.043324402972353937e+02 2.760378215728578333e+00
6.045687934653107050e+02 2.377706505715241114e+00
6.048051466333860162e+02 1.959792238695960309e+00
6.050414998014613275e+02 6.567223903741960633e+00
6.052778529695366387e+02 3.175126382708876260e+00
6.055142061376119500e+02 9.924231789688430894e+00
6.057505593056873749e+02 6.301944408204425585e+00
6.059869124737626862e+02 3.238246028111349428e+00
6.062232656418379975e+02 9.514015328156176565e+00
6.064596188099133087e+02 2.724174379914813482e+00
6.066959719779886200e+02 3.458989291879348560e+00
6.069323251460639312e+02 9.473364775397509874e+00
6.071686783141392425e+02 1.519897439307630771e+00
6.074050314822146674e+02 5.949061951207111676e+00
6.076413846502899787e+02 5.110640754684902198e+00
6.078777378183652900e+02 6.177146058939839701e-01
6.081140909864406012e+02 3.559200602458813645e+00
6.083504441545159125e+02 1.002507934099188036e+00
6.085867973225912237e+02 1.311450012678952604e+01
6.088231504906665350e+02 6.178032986563679607e+00
6.090595036587418463e+02 3.280919801967708160e+00
6.092958568268173849e+02 1.135386780688602215e+00
6.095322099948926962e+02 4.880766757589300120e+00
6.097685631629680074e+02 1.086761761543452387e+01
6.100049163310433187e+02 4.639339367208796361e+00
6.102412694991186299e+02 2.653639611188411962e+00
6.104776226671939412e+02 8.414602096954367783e-01
6.107139758352692525e+02 4.282213594497956244e+00
6.109503290033445637e+02 2.933395379678723103e+00
6.111866821714199887e+02 1.989720010084239377e+00
6.114230353394952999e+02 2.491223848338838476e+00
6.116593885075706112e+02 2.210886008745479359e+00
6.118957416756459224e+02 1.720891874981729686e+01
6.121320948437212337e+02 1.858613949663829601e+01
6.123684480117965450e+02 1.073648138932910179e+01
6.126048011798718562e+02 7.834008651403436829e-01
6.128411543479471675e+02 3.748872286278368993e+00
6.130775075160225924e+02 4.327458644137184285e-01
6.133138606840979037e+02 3.621127857784950610e+00
6.135502138521732149e+02 9.346610888695794372e-01
6.137865670202485262e+02 1.685382581009216452e+01
6.140229201883238375e+02 1.814720771002115285e+01
6.142592733563991487e+02 5.880359107223643855e-01
6.144956265244744600e+02 7.424749549333152565e+00
6.147319796925498849e+02 4.077261703263975079e+00
6.149683328606251962e+02 6.040947885484151403e-01
6.152046860287005074e+02 1.113697640700085323e+01
6.154410391967758187e+02 1.459440897006305704e+01
6.156773923648511300e+02 3.065486037503842631e+00
6.159137455329264412e+02 1.735397363091138567e+00
6.161500987010017525e+02 5.419207986136891364e+00
6.163864518690770637e+02 4.420649516384022704e+00
6.166228050371524887e+02 3.002695870531264521e-01
6.168591582052278000e+02 4.131938544627571375e+00
6.170955113733032249e+02 2.175592306502914575e+00
6.173318645413785362e+02 2.152322743937669980e+00
6.175682177094538474e+02 1.421930425393286734e+00
6.178045708775291587e+02 1.294368805260333488e+00
6.180409240456044699e+02 1.097780860240993839e+01
6.182772772136797812e+02 5.859660362586675220e+00
6.185136303817552061e+02 1.687378852029611132e+00
6.187499835498305174e+02 1.531432172096964095e+01
6.189863367179058287e+02 9.594878154479808074e+00
6.192226898859811399e+02 6.712570580042907409e+00
6.194590430540564512e+02 9.300304452246491493e+00
6.196953962221317624e+02 3.313055197129819440e+00
6.199317493902070737e+02 1.017246639715881917e+00
6.201681025582823850e+02 5.339733363764550766e+00
6.204044557263578099e+02 2.216222421981281165e+00
6.206408088944331212e+02 3.279596918085756041e+00
6.208771620625084324e+02 4.985589958495501017e-01
6.211135152305837437e+02 3.127968123135401068e+00
6.213498683986590549e+02 1.735793009134149800e+00
6.215862215667343662e+02 5.082611069052305197e-01
6.218225747348096775e+02 1.936954115279456490e+00
6.220589279028851024e+02 2.990019334605140688e-01
6.222952810709604137e+02 3.263802946093605772e+00
6.225316342390357249e+02 9.039935072923292125e+00
6.227679874071110362e+02 4.903169538028103958e+00
6.230043405751863475e+02 1.775926926985816334e-01
6.232406937432616587e+02 3.081029319700882230e+00
6.234770469113369700e+02 6.938281393551124054e+00
6.237134000794122812e+02 4.687681745133087219e+00
6.239497532474877062e+02 7.613140001731401263e+00
6.241861064155630174e+02 1.574916418652291306e+01
6.244224595836384424e+02 1.974034408020177267e+01
6.246588127517137536e+02 1.188535934037615327e+01
6.248951659197890649e+02 1.447556278519600781e+00
6.251315190878643762e+02 3.276741257991148348e+00
6.253678722559396874e+02 1.099124275157429498e+00
6.256042254240149987e+02 6.344914256635131977e+00
6.258405785920904236e+02 1.001385852838231200e-01
6.260769317601657349e+02 3.540265143745658261e+00
6.263132849282410461e+02 5.767806934709791555e+00
6.265496380963163574e+02 3.453216304329373987e+00
6.267859912643916687e+02 1.401341970140424609e+00
6.270223444324669799e+02 6.817247657143627571e+00
6.272586976005422912e+02 1.127145605756949331e+00
6.274950507686176024e+02 3.505017376641641036e+00
6.277314039366930274e+02 3.278568418991121725e+00
6.279677571047683386e+02 5.121246453844988666e-01
6.282041102728436499e+02 1.557214298861263835e+00
6.284404634409189612e+02 3.246211279065082334e+00
6.286768166089942724e+02 1.382402024314682087e+01
6.289131697770695837e+02 1.228096254492772843e+01
6.291495229451448949e+02 1.644879041439653689e+00
6.293858761132203199e+02 2.719985830747430278e+00
6.296222292812956312e+02 1.009162713425585167e+01
6.298585824493709424e+02 5.343102065561577518e+00
6.300949356174462537e+02 3.711642681124814214e+00
6.303312887855215649e+02 2.232080247794492767e+00
6.305676419535968762e+02 7.590015109140437310e+00
6.308039951216721875e+02 9.095210032710394188e+00
6.310403482897474987e+02 7.977954864358982157e+00
6.312767014578229237e+02 6.902214990261835714e-01
6.315130546258982349e+02 2.997327463148978577e+00
6.317494077939735462e+02 8.691743920481767915e+00
6.319857609620488574e+02 1.275875113999426702e+01
6.322221141301242824e+02 6.599124977890086896e+00
6.324584672981995936e+02 2.465519479270691594e+00
6.326948204662749049e+02 3.580241325001594976e+00
6.329311736343502162e+02 5.387906143988387520e+00
6.331675268024256411e+02 1.053701985559946541e+00
6.334038799705009524e+02 9.707794572106219766e-01
6.336402331385762636e+02 2.880791881449638936e+00
6.338765863066515749e+02 7.938992378755735047e+00
6.341129394747268861e+02 1.077103067266586045e+01
6.343492926428021974e+02 1.000383285323136473e+00
6.345856458108775087e+02 5.853573105506264085e+00
6.348219989789528199e+02 1.552044032950289587e+00
6.350583521470282449e+02 1.016436163240107149e+01
6.352947053151035561e+02 3.995724459135671225e+01
6.355310584831788674e+02 2.758992624730420573e+01
6.357674116512541787e+02 4.557725691421271597e-01
6.360037648193294899e+02 4.154912524324593903e+00
6.362401179874048012e+02 1.975987695206791850e+00
6.364764711554801124e+02 3.402985104762870083e+00
6.367128243235555374e+02 2.925981134792535188e-01
6.369491774916308486e+02 6.239994001096111909e+00
6.371855306597061599e+02 8.139443576629044941e+00
6.374218838277814712e+02 2.648171603474227975e+00
6.376582369958567824e+02 2.271382692352107657e+00
6.378945901639320937e+02 3.886559761107343913e+00
6.381309433320074049e+02 2.709690708902802836e+00
6.383672965000827162e+02 6.732410860941104858e+00
6.386036496681581411e+02 1.476376223584132497e+01
6.388400028362334524e+02 1.167730854007937857e+01
6.390763560043087637e+02 2.037494847470721737e+00
6.393127091723840749e+02 3.471684590966305439e+00
6.395490623404594999e+02 7.525836997553207119e+00
6.397854155085348111e+02 1.195095315380984902e+00
6.400217686766101224e+02 5.064770612136359595e+00
6.402581218446854336e+02 6.144055198119595218e+00
6.404944750127608586e+02 6.654555898260878344e+00
6.407308281808361698e+02 4.426421754707499545e+00
6.409671813489114811e+02 9.183770207616086534e-01
6.412035345169867924e+02 1.568673021847180493e+00
6.414398876850621036e+02 2.222733336327916032e+00
6.416762408531374149e+02 9.539934495905858514e-01
6.419125940212127261e+02 4.268628508486323803e+00
6.421489471892881511e+02 3.061694994490362642e-01
6.423853003573634624e+02 3.444332667198474418e+00
6.426216535254387736e+02 4.607587802806214494e-01
6.428580066935140849e+02 5.196269413929886838e+00
6.430943598615893961e+02 9.463356791292669712e-01
6.433307130296647074e+02 9.219902216990867316e+00
6.435670661977400187e+02 9.379944367102423186e+00
6.438034193658153299e+02 1.616804872836330675e+00
6.440397725338907549e+02 5.908624932730708323e+00
6.442761257019660661e+02 7.127348083822131919e+00
6.445124788700413774e+02 4.352012121468805894e+00
6.447488320381166886e+02 1.791189292521720322e+00
6.449851852061919999e+02 1.136976894020258255e+00
6.452215383742673112e+02 3.950225501074295043e+00
6.454578915423426224e+02 5.131088090774989396e+00
6.456942447104179337e+02 2.333615667367685553e+00
6.459305978784933586e+02 6.150024539841463245e-01
6.461669510465686699e+02 4.536515961496095706e+00
6.464033042146439811e+02 5.780489365269000146e+00
6.466396573827192924e+02 4.328251315650661901e-01
6.468760105507946037e+02 5.615803046860990300e+00
6.471123637188699149e+02 3.392319084246535610e+00
6.473487168869453399e+02 7.551682337583521587e+00
6.475850700550206511e+02 3.131227703742484603e-01
6.478214232230960761e+02 6.493546647493602109e+00
6.480577763911713873e+02 6.711169033652929272e+00
