# frequency, psd_without_bg
1.333245610641551593e+03 6.815892758151805841e-01
1.333481963809627132e+03 1.849594051186883858e-01
1.333718316977702443e+03 2.507699986819302840e-01
1.333954670145777754e+03 9.002125585777140948e-01
1.334191023313853066e+03 1.123677738110110541e-01
1.334427376481928377e+03 1.047027403971617421e+00
1.334663729650003688e+03 7.047006098013822717e-01
1.334900082818078999e+03 4.784098833797615496e-02
1.335136435986154311e+03 8.156728785194636844e-01
1.335372789154229622e+03 3.723388785241037002e+00
1.335609142322304933e+03 2.987043776999199540e+00
1.335845495490380245e+03 1.800969193827152148e+00
1.336081848658455556e+03 1.308772791204388275e+00
1.336318201826530867e+03 1.697518076666257203e+00
1.336554554994606178e+03 1.906944668281376487e-01
1.336790908162681490e+03 2.995882505222230208e+00
1.337027261330756801e+03 6.049648217612858536e-01
1.337263614498832339e+03 4.530413867642273829e+00
1.337499967666907651e+03 5.192123017399128848e+00
1.337736320834982962e+03 2.972166422324122315e-01
1.337972674003058273e+03 5.400097802240141215e-02
1.338209027171133584e+03 6.159294468778183651e-01
1.338445380339208896e+03 8.910093883795223713e-01
1.338681733507284207e+03 6.275336739665524632e-01
1.338918086675359518e+03 6.012097032729223356e-01
1.339154439843434830e+03 9.709247726513134391e-02
1.339390793011510141e+03 1.556197741374555910e-01
1.339627146179585452e+03 4.568720092168352398e-01
1.339863499347660763e+03 4.609787464801574086e-01
1.340099852515736075e+03 6.260124104292218439e-01
1.340336205683811386e+03 7.207856647006867512e-02
1.340572558851886697e+03 8.393859354725071720e-01
1.340808912019962236e+03 4.916225959617541164e-01
1.341045265188037547e+03 4.286275864977697747e-01
1.341281618356112858e+03 1.428551181664543090e+00
1.341517971524188169e+03 1.188343397676434154e+00
1.341754324692263481e+03 7.329867397089036007e-01
1.341990677860338792e+03 1.276234801181464817e+00
1.342227031028414103e+03 8.885915083763082922e-01
1.342463384196489415e+03 9.749763301743976651e-01
1.342699737364564726e+03 5.482553081859050659e-01
1.342936090532640037e+03 5.604069831423330594e-01
1.343172443700715348e+03 4.004761701775855443e+00
1.343408796868790660e+03 1.536049962548825976e+00
1.343645150036865971e+03 2.059827940503392796e+00
1.343881503204941282e+03 1.997082136875201419e+00
1.344117856373016593e+03 4.587935826393969158e-02
1.344354209541092132e+03 4.190712155889302348e-01
1.344590562709167443e+03 2.081017689669141468e+00
1.344826915877242755e+03 4.300052745617831462e+00
1.345063269045318066e+03 2.899976466714677681e+00
1.345299622213393377e+03 1.819368779122101376e-01
1.345535975381468688e+03 4.017430750837333031e-01
1.345772328549544000e+03 6.482365640513115812e-02
1.346008681717619311e+03 6.219747183078505604e-01
1.346245034885694622e+03 4.136330158543052304e-01
1.346481388053769933e+03 7.777619243128905957e-01
1.346717741221845472e+03 3.623235620439601568e-01
1.346954094389920783e+03 1.838684764262827454e+00
1.347190447557996094e+03 2.959071913569472301e+00
1.347426800726071406e+03 1.195553782448879998e+00
1.347663153894146717e+03 4.160078111612074137e-02
1.347899507062222028e+03 2.872229883318813126e-01
1.348135860230297567e+03 5.886390010505027082e-01
1.348372213398372878e+03 1.511723097642692359e-01
1.348608566566448189e+03 4.544550030689866182e-01
1.348844919734523501e+03 2.854545858836094463e-01
1.349081272902598812e+03 2.222585435344208715e+00
1.349317626070674123e+03 7.411938336249987991e-01
1.349553979238749434e+03 6.840268579934078996e-01
1.349790332406824746e+03 9.967145960425198847e-01
1.350026685574900057e+03 2.362581779482299194e+00
1.350263038742975368e+03 2.211011157362291701e+00
1.350499391911050679e+03 2.527618170546573895e-01
1.350735745079125991e+03 9.229374829041867012e-02
1.350972098247201302e+03 1.771158350713346041e-01
1.351208451415276613e+03 1.173782985439602244e+00
1.351444804583351925e+03 7.556842217498526360e+00
1.351681157751427236e+03 4.485621115120728142e+00
1.351917510919502774e+03 8.549139414515311008e-02
1.352153864087578086e+03 1.323164242931812007e+00
1.352390217255653397e+03 1.859080622771986657e-01
1.352626570423728708e+03 1.193297121404340189e+00
1.352862923591804019e+03 7.298890380144283929e-01
1.353099276759879331e+03 2.173837385915534881e+00
1.353335629927954642e+03 2.503157368138102967e+00
1.353571983096029953e+03 6.243452085640998073e-01
1.353808336264105264e+03 6.754482769445963042e-01
1.354044689432180576e+03 6.380685161123916815e-01
1.354281042600255887e+03 1.494779525849934954e-01
1.354517395768331198e+03 6.283603417001238922e-01
1.354753748936406510e+03 8.030396467961260498e-01
1.354990102104481821e+03 3.357233234101163477e-01
1.355226455272557132e+03 1.419390692300868083e-02
1.355462808440632671e+03 5.642268319845662461e-01
1.355699161608707982e+03 1.583067858429751951e+00
1.355935514776783293e+03 5.396057064703867479e-01
1.356171867944858604e+03 7.105342254709547944e-01
1.356408221112933916e+03 2.864704934392731328e+00
1.356644574281009227e+03 3.247259119025132090e+00
1.356880927449084538e+03 1.526609495913239245e+00
1.357117280617159849e+03 2.158545520334326229e-02
1.357353633785235161e+03 1.427256491395072047e+00
1.357589986953310472e+03 1.977084742870981460e+00
1.357826340121385783e+03 5.966912077293837768e-01
1.358062693289461095e+03 7.388393776776718269e-01
1.358299046457536406e+03 1.347969099350720734e+00
1.358535399625611717e+03 3.571005981583511568e-01
1.358771752793687028e+03 1.618346638413395433e-01
1.359008105961762567e+03 3.315675893143973374e-01
1.359244459129837878e+03 6.839236206873331447e-01
1.359480812297913189e+03 7.636156651908065918e-01
1.359717165465988501e+03 4.153615586865097575e-01
1.359953518634063812e+03 6.667846174903216960e-01
1.360189871802139123e+03 4.697759898775886178e-01
1.360426224970214435e+03 1.518276862144385397e-01
1.360662578138289746e+03 8.640415860423948935e-01
1.360898931306365057e+03 3.876796219157218282e+00
1.361135284474440368e+03 3.506585519478625734e+00
1.361371637642515680e+03 8.812175106370729871e-01
1.361607990810590991e+03 7.773286858638813746e-01
1.361844343978666302e+03 9.681560891876191954e-01
1.362080697146741841e+03 4.555346937728109502e+00
1.362317050314817152e+03 3.501294303316137668e+00
1.362553403482892463e+03 7.208868214910564287e-01
1.362789756650968002e+03 1.664315533495931143e-01
1.363026109819043313e+03 1.203763463204194473e+00
1.363262462987118624e+03 1.191145872799816291e-01
1.363498816155193936e+03 5.303013404370774397e-01
1.363735169323269247e+03 6.733261186113133068e-01
1.363971522491344558e+03 4.789025996012382103e-01
1.364207875659419869e+03 6.044922523001216019e-01
1.364444228827495181e+03 1.029043088291478947e+00
1.364680581995570492e+03 2.525548919826454686e-01
1.364916935163645803e+03 2.246833108508634880e-01
1.365153288331721114e+03 7.043342951638073002e-01
1.365389641499796426e+03 4.143136308303547177e-01
1.365625994667871737e+03 3.653255746218493638e-02
1.365862347835947048e+03 6.383789569744253989e-02
1.366098701004022359e+03 1.265703881768097949e-01
1.366335054172097898e+03 1.963927641426647386e-01
1.366571407340173209e+03 8.153289904041188807e-01
1.366807760508248521e+03 2.970709672595023276e-01
1.367044113676323832e+03 1.569649944729389679e+00
1.367280466844399143e+03 3.789453280197678797e+00
1.367516820012474454e+03 2.203806002637428652e+00
1.367753173180549766e+03 1.163090609130643216e+00
1.367989526348625077e+03 8.257620955351973047e-01
1.368225879516700388e+03 5.174877322301486560e-01
1.368462232684775699e+03 3.475404806006854863e-01
1.368698585852851011e+03 2.247068681057013406e-01
1.368934939020926322e+03 6.894090208834351419e-01
1.369171292189001633e+03 7.207228914381251794e-01
1.369407645357076944e+03 7.806573578372490996e-01
1.369643998525152256e+03 1.041367092466534805e+00
1.369880351693227567e+03 7.205275417772351032e-01
1.370116704861303106e+03 1.602019485361839413e-01
1.370353058029378417e+03 1.187919514062766718e-01
1.370589411197453728e+03 4.864918790425970530e-02
1.370825764365529039e+03 1.279341369029673714e-01
1.371062117533604351e+03 5.982463921391317774e-01
1.371298470701679662e+03 4.196074507428277922e-01
1.371534823869754973e+03 1.084215337847481975e-01
1.371771177037830284e+03 1.643098746372089747e-01
1.372007530205905596e+03 6.082562607628823059e-01
1.372243883373980907e+03 2.541188491852559572e+00
1.372480236542056218e+03 1.276764438238525035e+00
1.372716589710131530e+03 1.798879886535026951e-01
1.372952942878206841e+03 1.273028101967892844e+00
1.373189296046282152e+03 7.126334330576943321e-01
1.373425649214357463e+03 8.162314726056872916e-01
1.373662002382433002e+03 2.088683047163585993e+00
1.373898355550508313e+03 4.103025318841961422e+00
1.374134708718583624e+03 2.787342053096587779e+00
1.374371061886658936e+03 3.611986548157568144e+00
1.374607415054734247e+03 2.026729826886187524e+00
1.374843768222809558e+03 2.445006754988106046e+00
1.375080121390884869e+03 1.548873445060307663e+00
1.375316474558960181e+03 1.821659022980161302e-01
1.375552827727035492e+03 1.687177788951295387e-01
1.375789180895110803e+03 8.995336186230198372e-01
1.376025534063186115e+03 6.181710945770654275e-01
1.376261887231261426e+03 1.121013330949893971e+00
1.376498240399336737e+03 7.261781167463601250e-01
1.376734593567412048e+03 8.730614276996746526e-01
1.376970946735487587e+03 9.900104240225476859e-01
1.377207299903562898e+03 1.927971931191864163e+00
1.377443653071638437e+03 2.060405438839375769e+00
1.377680006239713748e+03 1.496120345954164765e+00
1.377916359407789059e+03 1.220186516419937472e+00
1.378152712575864371e+03 6.841262718840140922e-01
1.378389065743939682e+03 7.150368936480577808e-02
1.378625418912014993e+03 8.985853356233994838e-01
1.378861772080090304e+03 2.067810856162477229e-01
1.379098125248165616e+03 1.005676951505628525e+00
1.379334478416240927e+03 7.029591641443759809e-01
1.379570831584316238e+03 3.837063233340399226e-01
1.379807184752391549e+03 1.112278636903667461e+00
1.380043537920466861e+03 1.845445508511515953e-01
1.380279891088542172e+03 5.769329109036717140e-01
1.380516244256617483e+03 4.224938331872035158e-01
1.380752597424692794e+03 8.116757232979516790e-01
1.380988950592768333e+03 1.708721054162218422e+00
1.381225303760843644e+03 5.050164635335445407e-02
1.381461656928918956e+03 1.101329142960452145e+00
1.381698010096994267e+03 7.755459867248046812e-01
1.381934363265069578e+03 1.466332397705624180e-01
1.382170716433144889e+03 4.309114638358353400e-01
1.382407069601220201e+03 1.997120343866243264e-01
1.382643422769295512e+03 2.022729206130377655e+00
1.382879775937370823e+03 1.674511033917854830e+00
1.383116129105446134e+03 9.641284309177007295e-01
1.383352482273521446e+03 1.286300902992466799e+00
1.383588835441596757e+03 1.886562738021541508e+00
1.383825188609672068e+03 1.967308147288018727e+00
1.384061541777747379e+03 1.738641433711130224e+00
1.384297894945822691e+03 2.070397745157364078e+00
1.384534248113898002e+03 3.652083756794136660e-01
1.384770601281973541e+03 6.636711143792347820e-03
1.385006954450048852e+03 5.436916884976997766e-01
1.385243307618124163e+03 2.601970466521179137e+00
1.385479660786199474e+03 9.834126303753515375e-01
1.385716013954274786e+03 8.878878387201587230e-02
1.385952367122350097e+03 7.779547356552471982e-01
1.386188720290425408e+03 1.399689344075310649e+00
1.386425073458500719e+03 1.034449253802022684e+00
1.386661426626576031e+03 2.004266287913680222e-01
1.386897779794651342e+03 1.777461993913926896e-01
1.387134132962726653e+03 1.576896071110651942e-01
1.387370486130801964e+03 1.555002680207194121e+00
1.387606839298877276e+03 1.142249917538450177e+00
1.387843192466952587e+03 7.345928091324637199e-01
1.388079545635027898e+03 1.655032076360122728e+00
1.388315898803103437e+03 2.918496616313484004e-01
1.388552251971178748e+03 5.521508640302487114e-01
1.388788605139254059e+03 5.300149743108154565e-01
1.389024958307329371e+03 5.331886826273667390e-01
1.389261311475404682e+03 1.767796727502959353e+00
1.389497664643479993e+03 2.543010118795630436e+00
1.389734017811555304e+03 1.916343074625272425e-01
1.389970370979630616e+03 7.803548039532280656e-03
1.390206724147705927e+03 1.550740237609286254e+00
1.390443077315781238e+03 2.769022852726106709e+00
1.390679430483856549e+03 2.313164373018270492e-01
1.390915783651931861e+03 3.826256748039669198e-01
1.391152136820007172e+03 1.240130225288284871e+00
1.391388489988082483e+03 1.610131566139304082e+00
1.391624843156157795e+03 2.050542288892997167e+00
1.391861196324233333e+03 8.026943603161316165e-01
1.392097549492308644e+03 6.932257541109555499e-01
1.392333902660384183e+03 1.462017186783285627e+00
1.392570255828459494e+03 6.288683979617148978e-02
1.392806608996534806e+03 4.585051024161007072e-01
1.393042962164610117e+03 2.912667012896901775e-01
1.393279315332685428e+03 4.205123709210257799e-01
1.393515668500760739e+03 6.479737570483565801e-01
1.393752021668836051e+03 5.591162098019821780e-01
1.393988374836911362e+03 4.296511077762573905e+00
1.394224728004986673e+03 1.546332038851294888e+00
1.394461081173061984e+03 1.363071584193836117e+00
1.394697434341137296e+03 3.277704024227330315e+00
1.394933787509212607e+03 1.099004823221463090e+00
1.395170140677287918e+03 1.358110975688054056e+00
1.395406493845363229e+03 1.313734009534309299e+00
1.395642847013438768e+03 3.189070578231467668e+00
1.395879200181514079e+03 1.845659556651839450e+00
1.396115553349589391e+03 4.638593327015724105e-02
1.396351906517664702e+03 1.057537176122367084e+00
1.396588259685740013e+03 4.350992653258277443e+00
1.396824612853815324e+03 3.112814736044355435e+00
1.397060966021890636e+03 1.513653780833045526e-01
1.397297319189965947e+03 6.905604622305581974e-02
1.397533672358041258e+03 5.212162167041194394e-01
1.397770025526116569e+03 2.045528977830996187e+00
1.398006378694191881e+03 4.071512624535414404e-01
1.398242731862267192e+03 6.461392813888217068e-01
1.398479085030342503e+03 1.952298145361363702e+00
1.398715438198417814e+03 1.750231146682761141e+00
1.398951791366493126e+03 7.857996129296224153e-01
1.399188144534568664e+03 4.485074679781716339e-02
1.399424497702643976e+03 1.262728721005833554e-01
1.399660850870719287e+03 8.465730115580465120e-02
1.399897204038794598e+03 1.229407906441410958e+00
1.400133557206869909e+03 8.192143125559721017e-01
1.400369910374945221e+03 1.259230919153085493e+00
1.400606263543020532e+03 3.351995911168624165e+00
1.400842616711095843e+03 8.657639970572795773e-01
1.401078969879171154e+03 1.159008582342845539e+00
1.401315323047246466e+03 1.113853596975281413e+00
1.401551676215321777e+03 2.304509185428813521e-03
1.401788029383397088e+03 4.353970386505332524e-01
1.402024382551472399e+03 9.984682905919690654e-01
1.402260735719547711e+03 7.629708151295105933e-01
1.402497088887623022e+03 1.425654779082992984e+00
1.402733442055698333e+03 2.955607038596578473e+00
1.402969795223773872e+03 1.654512861420537995e+00
1.403206148391849183e+03 1.438317305154293457e+00
1.403442501559924494e+03 1.129762218663840745e+00
1.403678854727999806e+03 3.834391078019217525e-01
1.403915207896075117e+03 8.588817236455961179e-01
1.404151561064150428e+03 5.169588174951199600e-01
1.404387914232225739e+03 1.522723476651747232e+00
1.404624267400301051e+03 5.300012509099980562e-01
1.404860620568376362e+03 7.998996501996288311e-01
1.405096973736451673e+03 1.892043015575814779e+00
1.405333326904526984e+03 3.636856949489887247e-01
1.405569680072602296e+03 1.495282982332262756e-01
1.405806033240677607e+03 1.884463303622737840e+00
1.406042386408752918e+03 3.122165559659947132e+00
1.406278739576828229e+03 1.961960822907442115e+00
1.406515092744903768e+03 2.214559136726958588e+00
1.406751445912979079e+03 7.324850324043118421e-01
1.406987799081054391e+03 7.419524106368261540e-01
1.407224152249129929e+03 1.596410328303026427e+00
1.407460505417205241e+03 2.538095771727832517e+00
1.407696858585280552e+03 7.346642676781910131e-02
1.407933211753355863e+03 1.947786216964265016e+00
1.408169564921431174e+03 3.534367034221578940e+00
1.408405918089506486e+03 4.123083695659329528e+00
1.408642271257581797e+03 1.940722643615392595e+00
1.408878624425657108e+03 7.892102240357746767e-01
1.409114977593732419e+03 8.976142410746731359e-01
1.409351330761807731e+03 5.230282285675154352e-02
1.409587683929883042e+03 6.132132109709289569e-01
1.409824037097958353e+03 9.786866388954751361e-01
1.410060390266033664e+03 1.283639540984742533e+00
1.410296743434109203e+03 3.986906098162920631e-01
1.410533096602184514e+03 5.941085508251809921e-01
1.410769449770259826e+03 1.134033792024890852e+00
1.411005802938335137e+03 2.279221256954573338e+00
1.411242156106410448e+03 1.434504673844946732e+00
1.411478509274485759e+03 1.513700962184100739e-02
1.411714862442561071e+03 7.280524288840591884e-01
1.411951215610636382e+03 6.338809275709307300e-01
1.412187568778711693e+03 9.945849755411736992e-02
1.412423921946787004e+03 1.288941633947118248e-01
1.412660275114862316e+03 8.907266551415191080e-02
1.412896628282937627e+03 1.186283380620213102e+00
1.413132981451012938e+03 1.535197551297479812e+00
1.413369334619088249e+03 5.615268644700004419e-01
1.413605687787163561e+03 1.309063956746565061e-01
1.413842040955239099e+03 3.159157600760167384e-01
1.414078394123314411e+03 3.526391324278877002e-03
1.414314747291389722e+03 3.137581772965144511e-01
1.414551100459465033e+03 2.853673721180853204e-02
1.414787453627540344e+03 1.382493096603835347e+00
1.415023806795615656e+03 1.430460659292754677e+00
1.415260159963690967e+03 1.623990821194050138e-01
1.415496513131766278e+03 3.749455677537236187e-01
1.415732866299841589e+03 7.358605022317583899e-02
1.415969219467916901e+03 8.741602150230042279e-01
1.416205572635992212e+03 2.960820871035679591e+00
1.416441925804067523e+03 1.711270059571510682e+00
1.416678278972142834e+03 4.040459414579311570e-01
1.416914632140218146e+03 1.129492728962960546e-01
1.417150985308293457e+03 6.615772831302197954e-01
1.417387338476368996e+03 4.031780822257882702e-01
1.417623691644444307e+03 1.050335897111151606e+00
1.417860044812519618e+03 3.012105244494736045e+00
1.418096397980594929e+03 1.483761475410774411e+00
1.418332751148670241e+03 1.454873921736302256e+00
1.418569104316745552e+03 7.612032356785896070e-01
1.418805457484820863e+03 7.594222635525625931e-01
1.419041810652896174e+03 3.741634147732314508e-02
1.419278163820971486e+03 3.987236559276934877e-01
1.419514516989046797e+03 1.052007703676577782e-01
1.419750870157122108e+03 1.146666504586712376e+00
1.419987223325197419e+03 7.862639729266019950e-01
1.420223576493272731e+03 5.516176263073692132e-01
1.420459929661348042e+03 2.004135547563708375e+00
1.420696282829423353e+03 1.080964819692570078e+00
1.420932635997498664e+03 5.289728899192239098e+00
1.421168989165574203e+03 2.977425691971317789e+00
1.421405342333649514e+03 5.018791932019645366e-03
1.421641695501724826e+03 5.002227870266853782e-02
1.421878048669800137e+03 1.189580068142285230e+00
1.422114401837875448e+03 6.985609918691848552e-01
1.422350755005950759e+03 9.763378151182490194e-01
1.422587108174026298e+03 2.887286772419783265e+00
1.422823461342101609e+03 3.749203965982781384e-01
1.423059814510176921e+03 2.257409498480307253e-01
1.423296167678252232e+03 6.542543602687206361e-01
1.423532520846327543e+03 2.728179805385524404e+00
1.423768874014402854e+03 4.047221171517062510e-01
1.424005227182478166e+03 2.197638986355171298e+00
1.424241580350553477e+03 4.644420642528775289e+00
1.424477933518628788e+03 1.296729261808445832e+00
1.424714286686704099e+03 1.936990833631721531e-01
1.424950639854779638e+03 2.775049761807768522e-01
1.425186993022854949e+03 1.451771133673483316e+00
1.425423346190930260e+03 6.434011915323613051e-01
1.425659699359005572e+03 1.316920670504541369e-01
1.425896052527080883e+03 7.546837800034948973e-01
1.426132405695156194e+03 3.114901832234395207e-01
1.426368758863231506e+03 9.365712881522604560e-02
1.426605112031306817e+03 1.002939593698789489e-01
1.426841465199382128e+03 4.942879839945365367e-02
1.427077818367457439e+03 4.053194687323611461e-02
1.427314171535532751e+03 3.594769776438587749e-01
1.427550524703608062e+03 9.385201106468581411e-01
1.427786877871683373e+03 7.116586291310462997e-02
1.428023231039758684e+03 1.349537276396879149e+00
1.428259584207833996e+03 7.027481518295128904e-01
1.428495937375909534e+03 3.022934967930246408e-01
1.428732290543984845e+03 9.359558620913638327e-01
1.428968643712060157e+03 5.252978245545705110e-02
1.429204996880135468e+03 3.656421287939397025e-01
1.429441350048210779e+03 3.541431315584284145e-02
1.429677703216286091e+03 7.063282623628174273e-01
1.429914056384361402e+03 2.470619583538289810e+00
1.430150409552436713e+03 4.282036139209042247e+00
1.430386762720512024e+03 1.259130503177015248e+00
1.430623115888587336e+03 6.371968703397470346e-01
1.430859469056662647e+03 2.697652219789325567e+00
1.431095822224737958e+03 3.920094478994365361e-01
1.431332175392813269e+03 8.708231239485059172e-01
1.431568528560888581e+03 1.702754020713399763e+00
1.431804881728963892e+03 6.330350174805703112e-02
1.432041234897039431e+03 7.272163369358681795e-01
1.432277588065114742e+03 3.521242427007279518e-01
1.432513941233190053e+03 1.698032107307069216e+00
1.432750294401265364e+03 4.070053928115678232e+00
1.432986647569340676e+03 1.011053779097261129e+00
1.433223000737415987e+03 2.978935682039542399e-01
1.433459353905491298e+03 7.718511492283425257e-01
1.433695707073566609e+03 5.546655197521956904e-01
1.433932060241641921e+03 8.419215488867552999e-01
1.434168413409717232e+03 1.217701889646391145e+00
1.434404766577792543e+03 5.603282372221135565e-01
1.434641119745867854e+03 3.049288450956340324e-02
1.434877472913943166e+03 2.408520310028133271e-01
1.435113826082018477e+03 1.255423184591678787e+00
1.435350179250093788e+03 1.472768068599035196e+00
1.435586532418169099e+03 2.110608814940934108e-01
1.435822885586244638e+03 1.467076239174736507e+00
1.436059238754319949e+03 1.752198114609017310e+00
1.436295591922395261e+03 2.676393188173072368e-01
1.436531945090470572e+03 1.072728009106243829e-01
1.436768298258545883e+03 9.372605759032365258e-01
1.437004651426621194e+03 3.661350004379983147e+00
1.437241004594696506e+03 1.616497570811074480e+00
1.437477357762772044e+03 1.684075512451023993e-01
1.437713710930847355e+03 6.855365874573678964e-01
1.437950064098922667e+03 6.521112749460236668e-02
1.438186417266997978e+03 2.818089411367827313e-01
1.438422770435073289e+03 5.855854058353697766e-01
1.438659123603148601e+03 1.338474492337371036e+00
1.438895476771223912e+03 1.179203086982520521e+00
1.439131829939299223e+03 7.787292578465032644e-01
1.439368183107374534e+03 3.307566036772029427e-01
1.439604536275450073e+03 3.124428970207673850e-01
1.439840889443525384e+03 1.118455746056296329e-01
1.440077242611600695e+03 4.637472060416024389e-02
1.440313595779676007e+03 1.236619249481315075e+00
1.440549948947751318e+03 2.568329134898343469e+00
1.440786302115826629e+03 1.949420894364388701e+00
1.441022655283901940e+03 2.330367793250474277e-03
1.441259008451977252e+03 1.839205667599213667e+00
1.441495361620052563e+03 4.561644103699846742e-01
1.441731714788127874e+03 6.114644553065525789e-01
1.441968067956203186e+03 1.825141976951636102e-01
1.442204421124278497e+03 1.463488874361251302e+00
1.442440774292353808e+03 2.275935131163700387e+00
1.442677127460429119e+03 7.276554964256987112e-01
1.442913480628504431e+03 8.370578926401565090e-01
1.443149833796579969e+03 1.694671908122472370e+00
1.443386186964655280e+03 3.467342164541177829e-01
1.443622540132730592e+03 2.439167014904397135e+00
1.443858893300805903e+03 1.329903752868289990e+00
1.444095246468881214e+03 2.254225061689974219e-01
1.444331599636956526e+03 8.522788790511330870e-01
1.444567952805031837e+03 7.179356245351123933e-01
1.444804305973107148e+03 6.338999653402227485e-01
1.445040659141182459e+03 1.111694007071541701e-01
1.445277012309257771e+03 5.580349383897442728e-01
1.445513365477333082e+03 9.501687691510102285e-01
1.445749718645408393e+03 1.864823660585164244e-01
1.445986071813483704e+03 3.212493795373751182e-02
1.446222424981559016e+03 6.878629025147712239e-01
1.446458778149634327e+03 1.659169021527761023e+00
1.446695131317709865e+03 1.161575802583122652e+00
1.446931484485785177e+03 4.450617785862835518e+00
1.447167837653860488e+03 1.877821716922580153e+00
1.447404190821935799e+03 2.435962875457705901e-01
1.447640543990011111e+03 3.257585064309880263e-01
1.447876897158086422e+03 3.640282223280288942e-01
1.448113250326161733e+03 7.386937514272516603e-02
1.448349603494237044e+03 5.201705022131376532e-01
1.448585956662312356e+03 2.343029864611335666e-01
1.448822309830387667e+03 1.031257487213009805e+00
1.449058662998462978e+03 1.185126239276797833e+00
1.449295016166538289e+03 6.556994516944877338e-01
1.449531369334613601e+03 3.244403779308534297e+00
1.449767722502688912e+03 1.615197216949935122e+00
1.450004075670764223e+03 4.374843921905193639e-02
1.450240428838839762e+03 4.529171518765980897e-01
1.450476782006915073e+03 5.553086142976842998e-01
1.450713135174990384e+03 1.552610711091029494e-01
1.450949488343065696e+03 1.665558472813927660e+00
1.451185841511141007e+03 4.203035440514537036e-01
1.451422194679216318e+03 1.155271038356661339e+00
1.451658547847291629e+03 1.609356467242516242e+00
1.451894901015366941e+03 1.007231889325646668e+00
1.452131254183442252e+03 2.556793258660621682e+00
1.452367607351517563e+03 6.864151494485192240e-01
1.452603960519592874e+03 9.708974464300749174e-01
1.452840313687668413e+03 2.560364458383799224e+00
1.453076666855743724e+03 3.954191841165968668e+00
1.453313020023819035e+03 2.384174190909225999e+00
1.453549373191894347e+03 3.848327233079368970e+00
1.453785726359969658e+03 2.030160405446703731e+00
1.454022079528045197e+03 2.534344720686350083e-01
1.454258432696120508e+03 1.741925654647787702e+00
1.454494785864195819e+03 1.738368794977144915e+00
1.454731139032271130e+03 5.803393873880909049e-02
1.454967492200346442e+03 1.723401278347686194e+00
1.455203845368421753e+03 2.025075126906074274e+00
1.455440198536497064e+03 7.433389023064416179e-01
1.455676551704572375e+03 8.154457182162855311e-02
1.455912904872647687e+03 3.733977610775031097e-01
1.456149258040722998e+03 1.124764371413247588e+00
1.456385611208798309e+03 5.885522766926045701e-01
1.456621964376873620e+03 8.249383760378438055e-03
1.456858317544948932e+03 1.480996809073165554e+00
1.457094670713024243e+03 2.751599524040595490e+00
1.457331023881099554e+03 6.509778750036802064e-01
1.457567377049174866e+03 9.086089214019534843e-01
1.457803730217250404e+03 1.973276714170435764e-01
1.458040083385325715e+03 8.632097615661813439e-01
1.458276436553401027e+03 1.052910888614652762e+00
1.458512789721476338e+03 2.870137291333539897e-01
1.458749142889551649e+03 1.148465314608513865e-01
1.458985496057626960e+03 3.170262736843975637e-01
1.459221849225702272e+03 1.479567012013041305e+00
1.459458202393777583e+03 4.274191392057298700e+00
1.459694555561852894e+03 2.233292691346779879e+00
1.459930908729928206e+03 4.621399192215650542e-01
1.460167261898003517e+03 1.133231078050215501e+00
1.460403615066078828e+03 2.320363548790881358e-01
1.460639968234154139e+03 3.385619085337596146e-02
1.460876321402229451e+03 1.749519099635375996e-01
1.461112674570304762e+03 2.331675457275749208e-01
1.461349027738380300e+03 1.995026251959619579e-01
1.461585380906455612e+03 1.672852313800753388e-01
1.461821734074530923e+03 3.264724589793023823e-01
1.462058087242606234e+03 1.703268496168104384e+00
1.462294440410681545e+03 1.139716514191360552e+00
1.462530793578756857e+03 3.742270248031452362e-01
1.462767146746832168e+03 9.266202127741099970e-01
1.463003499914907479e+03 6.470002555992211413e-01
1.463239853082982791e+03 1.307025713102136777e+00
1.463476206251058102e+03 1.356719549482200193e+00
1.463712559419133413e+03 1.510804091086458634e+00
1.463948912587208724e+03 1.894720505537109023e+00
1.464185265755284036e+03 7.034937333600751463e-01
1.464421618923359347e+03 2.804867973836668416e+00
1.464657972091434658e+03 2.115760989568301831e+00
1.464894325259510197e+03 1.932305263202325485e-01
1.465130678427585508e+03 2.425631516733992132e+00
1.465367031595660819e+03 6.386696783078484874e-01
1.465603384763736130e+03 4.015561529392712714e-01
1.465839737931811442e+03 8.378028710035612114e-02
1.466076091099886753e+03 1.079814647443063214e+00
1.466312444267962064e+03 2.443405373622489662e+00
1.466548797436037376e+03 3.488963891214492685e-01
1.466785150604112687e+03 4.150050812886588170e-01
1.467021503772187998e+03 5.771268072511418490e-01
1.467257856940263309e+03 8.202610397446902235e-01
1.467494210108338621e+03 1.915927065641577887e+00
1.467730563276414159e+03 1.957520093228114710e+00
1.467966916444489470e+03 8.848440489547323984e-02
1.468203269612564782e+03 1.005432528523478419e+00
1.468439622780640093e+03 1.698589854884026418e-01
1.468675975948715632e+03 4.796151992790904095e-01
1.468912329116790943e+03 3.691152133620854148e-01
1.469148682284866254e+03 2.559547817568704087e+00
1.469385035452941565e+03 6.149687140265613916e-01
1.469621388621016877e+03 9.269421464301426106e-01
1.469857741789092188e+03 1.642405379287988909e+00
1.470094094957167499e+03 1.669799899950964894e+00
1.470330448125242810e+03 1.126600573959456231e+00
1.470566801293318122e+03 1.567090577116083905e+00
